Métamodèle 1	Élément 1	Description Élément 1	Métamodèle 2	Élément 2	Description Élément 2	Correspondance
TOGAF ADM	Activity	An action taken during a phase	ArchiMate	Junction	A decision point	1
TOGAF ADM	Activity	An action taken during a phase	ArchiMate	Driver	A motivation factor	0
TOGAF ADM	Milestone	A significant point in the project	ArchiMate	Layer	A layer in the architecture	0
TOGAF ADM	Milestone	A significant point in the project	ArchiMate	Artificat	A tangible output in a layer	0
TOGAF ADM	Milestone	A significant point in the project	ArchiMate	Behavior	Actions within a layer	0
TOGAF ADM	Milestone	A significant point in the project	ArchiMate	Junction	A decision point	1
TOGAF ADM	Milestone	A significant point in the project	ArchiMate	Driver	A motivation factor	0
TOGAF ADM	Requirement	A condition to be met	ArchiMate	Layer	A layer in the architecture	0
TOGAF ADM	Requirement	A condition to be met	ArchiMate	Artificat	A tangible output in a layer	0
TOGAF ADM	Requirement	A condition to be met	ArchiMate	Behavior	Actions within a layer	0
TOGAF ADM	Requirement	A condition to be met	ArchiMate	Junction	A decision point	0
TOGAF ADM	Requirement	A condition to be met	ArchiMate	Driver	A motivation factor	1
UML Sequence Diagram	Lifeline	Represents an object involved in the sequence	BPMN	Pool	A major participant in the process	1
UML Sequence Diagram	Lifeline	Represents an object involved in the sequence	BPMN	Message Flow	The flow of messages between pools	0
UML Sequence Diagram	Lifeline	Represents an object involved in the sequence	BPMN	Activity	A task or work item	0
UML Sequence Diagram	Lifeline	Represents an object involved in the sequence	BPMN	Gateway	A decision point	0
UML Sequence Diagram	Lifeline	Represents an object involved in the sequence	BPMN	Task	A unit of work	0
UML Sequence Diagram	Message	A communication between lifelines	BPMN	Pool	A major participant in the process	0
UML Sequence Diagram	Message	A communication between lifelines	BPMN	Message Flow	The flow of messages between pools	1
UML Sequence Diagram	Message	A communication between lifelines	BPMN	Activity	A task or work item	0
UML Sequence Diagram	Message	A communication between lifelines	BPMN	Gateway	A decision point	0
UML Sequence Diagram	Message	A communication between lifelines	BPMN	Task	A unit of work	0
UML Sequence Diagram	Interaction Fragment	A piece of interaction	BPMN	Pool	A major participant in the process	0
UML Sequence Diagram	Interaction Fragment	A piece of interaction	BPMN	Message Flow	The flow of messages between pools	0
UML Sequence Diagram	Interaction Fragment	A piece of interaction	BPMN	Activity	A task or work item	1
UML Sequence Diagram	Interaction Fragment	A piece of interaction	BPMN	Gateway	A decision point	0
UML Sequence Diagram	Interaction Fragment	A piece of interaction	BPMN	Task	A unit of work	0
UML Sequence Diagram	Combined Fragment	A group of interaction fragments	BPMN	Pool	A major participant in the process	0
UML Sequence Diagram	Combined Fragment	A group of interaction fragments	BPMN	Message Flow	The flow of messages between pools	0
UML Sequence Diagram	Combined Fragment	A group of interaction fragments	BPMN	Activity	A task or work item	0
UML Sequence Diagram	Combined Fragment	A group of interaction fragments	BPMN	Gateway	A decision point	1
UML Sequence Diagram	Combined Fragment	A group of interaction fragments	BPMN	Task	A unit of work	0
UML Sequence Diagram	Execution Occurrence	The execution of an interaction	BPMN	Pool	A major participant in the process	0
UML Sequence Diagram	Execution Occurrence	The execution of an interaction	BPMN	Message Flow	The flow of messages between pools	0
UML Sequence Diagram	Execution Occurrence	The execution of an interaction	BPMN	Activity	A task or work item	0
UML Sequence Diagram	Execution Occurrence	The execution of an interaction	BPMN	Gateway	A decision point	0
UML Sequence Diagram	Execution Occurrence	The execution of an interaction	BPMN	Task	A unit of work	1
UML State Machine	State	Represents a state of an object	BPMN	Activity	A unit of work in a process	0
UML State Machine	State	Represents a state of an object	BPMN	Sequence Flow	Defines the order of tasks	0
UML State Machine	State	Represents a state of an object	BPMN	Event	Something that happens during a process	0
UML State Machine	State	Represents a state of an object	BPMN	Gateway	A decision point in a process	0
UML State Machine	State	Represents a state of an object	BPMN	Task	A unit of work	1
UML State Machine	Transition	Represents a change of state	BPMN	Activity	A unit of work in a process	0
UML State Machine	Transition	Represents a change of state	BPMN	Sequence Flow	Defines the order of tasks	1
UML State Machine	Transition	Represents a change of state	BPMN	Event	Something that happens during a process	0
UML State Machine	Transition	Represents a change of state	BPMN	Gateway	A decision point in a process	0
UML State Machine	Transition	Represents a change of state	BPMN	Task	A unit of work	0
UML State Machine	Event	Triggers a transition	BPMN	Activity	A unit of work in a process	0
UML State Machine	Event	Triggers a transition	BPMN	Sequence Flow	Defines the order of tasks	0
UML State Machine	Event	Triggers a transition	BPMN	Event	Something that happens during a process	1
UML State Machine	Event	Triggers a transition	BPMN	Gateway	A decision point in a process	0
UML State Machine	Event	Triggers a transition	BPMN	Task	A unit of work	0
UML State Machine	Guard	Condition to be met for transition	BPMN	Activity	A unit of work in a process	0
UML State Machine	Guard	Condition to be met for transition	BPMN	Sequence Flow	Defines the order of tasks	0
UML State Machine	Guard	Condition to be met for transition	BPMN	Event	Something that happens during a process	0
UML State Machine	Guard	Condition to be met for transition	BPMN	Gateway	A decision point in a process	1
UML State Machine	Guard	Condition to be met for transition	BPMN	Task	A unit of work	0
UML State Machine	Action	An operation executed during transition	BPMN	Activity	A unit of work in a process	1
UML State Machine	Action	An operation executed during transition	BPMN	Sequence Flow	Defines the order of tasks	0
UML State Machine	Action	An operation executed during transition	BPMN	Event	Something that happens during a process	0
UML State Machine	Action	An operation executed during transition	BPMN	Gateway	A decision point in a process	0
UML State Machine	Action	An operation executed during transition	BPMN	Task	A unit of work	0
Python	Class	A blueprint for creating objects	Java	Class	A blueprint for creating objects	1
Python	Class	A blueprint for creating objects	Java	Method	A function defined within a class	0
Python	Class	A blueprint for creating objects	Java	Field	A variable associated with a class	0
Python	Class	A blueprint for creating objects	Java	Inheritance	Mechanism to create a new class from an existing class	0
Python	Class	A blueprint for creating objects	Java	Package	A namespace that organizes a set of related classes and interfaces	0
Python	Method	A function defined within a class	Java	Class	A blueprint for creating objects	0
Python	Method	A function defined within a class	Java	Method	A function defined within a class	1
Python	Method	A function defined within a class	Java	Field	A variable associated with a class	0
Python	Method	A function defined within a class	Java	Inheritance	Mechanism to create a new class from an existing class	0
Python	Method	A function defined within a class	Java	Package	A namespace that organizes a set of related classes and interfaces	0
Python	Attribute	A variable associated with a class	Java	Class	A blueprint for creating objects	0
Python	Attribute	A variable associated with a class	Java	Method	A function defined within a class	0
Python	Attribute	A variable associated with a class	Java	Field	A variable associated with a class	1
Python	Attribute	A variable associated with a class	Java	Inheritance	Mechanism to create a new class from an existing class	0
Python	Attribute	A variable associated with a class	Java	Package	A namespace that organizes a set of related classes and interfaces	0
Python	Inheritance	Mechanism to create a new class from an existing class	Java	Class	A blueprint for creating objects	0
Python	Inheritance	Mechanism to create a new class from an existing class	Java	Method	A function defined within a class	0
Python	Inheritance	Mechanism to create a new class from an existing class	Java	Field	A variable associated with a class	0
Python	Inheritance	Mechanism to create a new class from an existing class	Java	Inheritance	Mechanism to create a new class from an existing class	1
Python	Inheritance	Mechanism to create a new class from an existing class	Java	Package	A namespace that organizes a set of related classes and interfaces	0
Python	Module	A file containing Python code	Java	Class	A blueprint for creating objects	0
Python	Module	A file containing Python code	Java	Method	A function defined within a class	0
Python	Module	A file containing Python code	Java	Field	A variable associated with a class	0
Python	Module	A file containing Python code	Java	Inheritance	Mechanism to create a new class from an existing class	0
Python	Module	A file containing Python code	Java	Package	A namespace that organizes a set of related classes and interfaces	1
Javascript	Variable	A container for storing data	TypeScript	Variable	A container for storing data with type	1
Javascript	Variable	A container for storing data	TypeScript	Function	A block of code designed to perform a task with type	0
Javascript	Variable	A container for storing data	TypeScript	Object	A collection of properties with type	0
Javascript	Variable	A container for storing data	TypeScript	Array	A list of elements with type	0
Javascript	Variable	A container for storing data	TypeScript	Interface	A structure defining contract of an object	0
Javascript	Function	A block of code designed to perform a task	TypeScript	Variable	A container for storing data with type	0
Javascript	Function	A block of code designed to perform a task	TypeScript	Function	A block of code designed to perform a task with type	1
Javascript	Function	A block of code designed to perform a task	TypeScript	Object	A collection of properties with type	0
Javascript	Function	A block of code designed to perform a task	TypeScript	Array	A list of elements with type	0
Javascript	Function	A block of code designed to perform a task	TypeScript	Interface	A structure defining contract of an object	0
Javascript	Object	A collection of properties	TypeScript	Variable	A container for storing data with type	0
Javascript	Object	A collection of properties	TypeScript	Function	A block of code designed to perform a task with type	0
Javascript	Object	A collection of properties	TypeScript	Object	A collection of properties with type	1
Javascript	Object	A collection of properties	TypeScript	Array	A list of elements with type	0
Javascript	Object	A collection of properties	TypeScript	Interface	A structure defining contract of an object	0
Javascript	Array	A list of elements	TypeScript	Variable	A container for storing data with type	0
Javascript	Array	A list of elements	TypeScript	Function	A block of code designed to perform a task with type	0
Javascript	Array	A list of elements	TypeScript	Object	A collection of properties with type	0
Javascript	Array	A list of elements	TypeScript	Array	A list of elements with type	1
